seed_id,variant,split,view,sketch_mode,motif,filter_kind,filter_kind_tags,output_slot_total,filter_total,evidence_total,join_path_total,ambiguous_count_star,output_column_recall_at_1,output_case_recall_at_1,output_column_recall_at_3,output_case_recall_at_3,output_column_recall_at_6,output_case_recall_at_6,filter_column_recall_at_1,filter_column_recall_at_3,evidence_table_recall_at_1,evidence_table_recall_at_4,gold_join_path_reachable_at_2,evidence_path_reachable_at_2,gold_join_path_reachable_at_3,evidence_path_reachable_at_3
spider__flight_4__06884,A,l0,full,fallback,AggregationJoin,ordering/superlative,"['ordering/superlative', 'text']",1,1,1,1,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
spider__flight_4__06884,A,l1,full,fallback,AggregationJoin,ordering/superlative,"['ordering/superlative', 'text']",1,1,1,1,True,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
spider__flight_4__06884,A,l2,full,fallback,AggregationJoin,ordering/superlative,"['ordering/superlative', 'text']",1,1,1,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
spider__flight_company__06376,A,l0,full,fallback,FilterJoin,text,['text'],1,2,1,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
spider__flight_company__06376,A,l1,full,fallback,FilterJoin,text,['text'],1,2,1,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
spider__flight_company__06376,A,l2,full,fallback,FilterJoin,text,['text'],1,2,1,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
spider__game_injury__01280,A,l0,full,fallback,FilterJoin,text,['text'],1,1,1,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
spider__game_injury__01280,A,l1,full,fallback,FilterJoin,text,['text'],1,1,1,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
spider__game_injury__01280,A,l2,full,fallback,FilterJoin,text,['text'],1,1,1,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
spider__game_injury__01287,A,l0,full,fallback,AggregationJoin,numeric,['numeric'],0,1,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__game_injury__01287,A,l1,full,fallback,AggregationJoin,numeric,['numeric'],0,1,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__game_injury__01287,A,l2,full,fallback,AggregationJoin,numeric,['numeric'],0,1,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__gymnast__01746,A,l0,full,fallback,SimpleJoin,none,['none'],1,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__gymnast__01746,A,l1,full,fallback,SimpleJoin,none,['none'],1,0,0,1,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__gymnast__01746,A,l2,full,fallback,SimpleJoin,none,['none'],1,0,0,1,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__gymnast__01747,A,l0,full,fallback,SimpleJoin,none,['none'],1,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__gymnast__01747,A,l1,full,fallback,SimpleJoin,none,['none'],1,0,0,1,False,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__gymnast__01747,A,l2,full,fallback,SimpleJoin,none,['none'],1,0,0,1,False,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__gymnast__01754,A,l0,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],1,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__gymnast__01754,A,l1,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],1,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__gymnast__01754,A,l2,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],1,0,0,1,False,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__hospital_1__03910,A,l0,full,fallback,SimpleJoin,none,['none'],1,0,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spider__hospital_1__03910,A,l1,full,fallback,SimpleJoin,none,['none'],1,0,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spider__hospital_1__03910,A,l2,full,fallback,SimpleJoin,none,['none'],1,0,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__inn_1__02600,A,l0,full,fallback,AggregationJoin,ordering/superlative,['ordering/superlative'],1,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spider__inn_1__02600,A,l1,full,fallback,AggregationJoin,ordering/superlative,['ordering/superlative'],1,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spider__inn_1__02600,A,l2,full,fallback,AggregationJoin,ordering/superlative,['ordering/superlative'],1,0,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__inn_1__02601,A,l0,full,fallback,AggregationJoin,ordering/superlative,['ordering/superlative'],1,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spider__inn_1__02601,A,l1,full,fallback,AggregationJoin,ordering/superlative,['ordering/superlative'],1,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spider__inn_1__02601,A,l2,full,fallback,AggregationJoin,ordering/superlative,['ordering/superlative'],1,0,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__inn_1__02644,A,l0,full,fallback,FilterJoin,text,['text'],1,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spider__inn_1__02644,A,l1,full,fallback,FilterJoin,text,['text'],1,0,0,1,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spider__inn_1__02644,A,l2,full,fallback,FilterJoin,text,['text'],1,0,0,1,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__journal_committee__00658,A,l0,full,fallback,SimpleJoin,none,['none'],2,0,0,2,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__journal_committee__00658,A,l1,full,fallback,SimpleJoin,none,['none'],2,0,0,2,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__journal_committee__00658,A,l2,full,fallback,SimpleJoin,none,['none'],2,0,0,2,False,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__journal_committee__00659,A,l0,full,fallback,SimpleJoin,none,['none'],2,0,0,2,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__journal_committee__00659,A,l1,full,fallback,SimpleJoin,none,['none'],2,0,0,2,False,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__journal_committee__00659,A,l2,full,fallback,SimpleJoin,none,['none'],2,0,0,2,False,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__journal_committee__00660,A,l0,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],3,0,0,2,False,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__journal_committee__00660,A,l1,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],3,0,0,2,False,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__journal_committee__00660,A,l2,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],3,0,0,2,False,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__local_govt_and_lot__04847,A,l0,full,fallback,SimpleJoin,none,['none'],3,0,0,1,False,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__local_govt_and_lot__04847,A,l1,full,fallback,SimpleJoin,none,['none'],3,0,0,1,False,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__local_govt_and_lot__04847,A,l2,full,fallback,SimpleJoin,none,['none'],3,0,0,1,False,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__local_govt_and_lot__04849,A,l0,full,fallback,SimpleJoin,none,['none'],3,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__local_govt_and_lot__04849,A,l1,full,fallback,SimpleJoin,none,['none'],3,0,0,1,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__local_govt_and_lot__04849,A,l2,full,fallback,SimpleJoin,none,['none'],3,0,0,1,False,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__local_govt_in_alabama__02149,A,l0,full,fallback,SimpleJoin,none,['none'],0,0,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__local_govt_in_alabama__02149,A,l1,full,fallback,SimpleJoin,none,['none'],0,0,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__local_govt_in_alabama__02149,A,l2,full,fallback,SimpleJoin,none,['none'],0,0,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__local_govt_mdm__02646,A,l0,full,fallback,FilterJoin,text,['text'],1,1,1,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
spider__local_govt_mdm__02646,A,l1,full,fallback,FilterJoin,text,['text'],1,1,1,1,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
spider__local_govt_mdm__02646,A,l2,full,fallback,FilterJoin,text,['text'],1,1,1,1,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
spider__local_govt_mdm__02649,A,l0,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],2,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__local_govt_mdm__02649,A,l1,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],2,0,0,1,False,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__local_govt_mdm__02649,A,l2,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],2,0,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__local_govt_mdm__02650,A,l0,full,fallback,SimpleJoin,none,['none'],3,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__local_govt_mdm__02650,A,l1,full,fallback,SimpleJoin,none,['none'],3,0,0,1,False,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__local_govt_mdm__02650,A,l2,full,fallback,SimpleJoin,none,['none'],3,0,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__manufacturer__03402,A,l0,full,fallback,SimpleJoin,none,['none'],2,0,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__manufacturer__03402,A,l1,full,fallback,SimpleJoin,none,['none'],2,0,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__manufacturer__03402,A,l2,full,fallback,SimpleJoin,none,['none'],2,0,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__match_season__01072,A,l0,full,fallback,SimpleJoin,none,['none'],3,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__match_season__01072,A,l1,full,fallback,SimpleJoin,none,['none'],3,0,0,1,False,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__match_season__01072,A,l2,full,fallback,SimpleJoin,none,['none'],3,0,0,1,False,0.3333333333333333,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__match_season__01073,A,l0,full,fallback,SimpleJoin,none,['none'],3,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__match_season__01073,A,l1,full,fallback,SimpleJoin,none,['none'],3,0,0,1,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__match_season__01073,A,l2,full,fallback,SimpleJoin,none,['none'],3,0,0,1,False,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__match_season__01082,A,l0,full,fallback,SimpleJoin,none,['none'],3,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__match_season__01082,A,l1,full,fallback,SimpleJoin,none,['none'],3,0,0,1,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__match_season__01082,A,l2,full,fallback,SimpleJoin,none,['none'],3,0,0,1,False,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__mountain_photos__03717,A,l0,full,fallback,FilterJoin,numeric,['numeric'],2,1,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__mountain_photos__03717,A,l1,full,fallback,FilterJoin,numeric,['numeric'],2,1,0,1,False,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__mountain_photos__03717,A,l2,full,fallback,FilterJoin,numeric,['numeric'],2,1,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__mountain_photos__03720,A,l0,full,fallback,FilterJoin,text,['text'],1,2,0,1,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__mountain_photos__03720,A,l1,full,fallback,FilterJoin,text,['text'],1,2,0,1,False,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__mountain_photos__03720,A,l2,full,fallback,FilterJoin,text,['text'],1,2,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__mountain_photos__03723,A,l0,full,fallback,AggregationJoin,text,['text'],0,1,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__mountain_photos__03723,A,l1,full,fallback,AggregationJoin,text,['text'],0,1,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__mountain_photos__03723,A,l2,full,fallback,AggregationJoin,text,['text'],0,1,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__movie_1__02452,A,l0,full,fallback,FilterJoin,time,"['time', 'numeric', 'ordering/superlative']",0,1,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__movie_1__02452,A,l1,full,fallback,FilterJoin,time,"['time', 'numeric', 'ordering/superlative']",0,1,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__movie_1__02452,A,l2,full,fallback,FilterJoin,time,"['time', 'numeric', 'ordering/superlative']",0,1,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__movie_1__02453,A,l0,full,fallback,FilterJoin,time,"['time', 'numeric', 'ordering/superlative']",0,1,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__movie_1__02453,A,l1,full,fallback,FilterJoin,time,"['time', 'numeric', 'ordering/superlative']",0,1,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__movie_1__02453,A,l2,full,fallback,FilterJoin,time,"['time', 'numeric', 'ordering/superlative']",0,1,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__music_4__06171,A,l0,full,fallback,FilterJoin,numeric,['numeric'],1,1,1,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
spider__music_4__06171,A,l1,full,fallback,FilterJoin,numeric,['numeric'],1,1,1,1,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
spider__music_4__06171,A,l2,full,fallback,FilterJoin,numeric,['numeric'],1,1,1,1,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
spider__music_4__06172,A,l0,full,fallback,FilterJoin,time,"['time', 'numeric', 'ordering/superlative']",1,1,1,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
spider__music_4__06172,A,l1,full,fallback,FilterJoin,time,"['time', 'numeric', 'ordering/superlative']",1,1,1,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
spider__music_4__06172,A,l2,full,fallback,FilterJoin,time,"['time', 'numeric', 'ordering/superlative']",1,1,1,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
spider__musical__00254,A,l0,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],1,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__musical__00254,A,l1,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],1,0,0,1,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__musical__00254,A,l2,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],1,0,0,1,False,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__musical__00255,A,l0,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],1,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__musical__00255,A,l1,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],1,0,0,1,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__musical__00255,A,l2,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],1,0,0,1,False,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__network_2__04398,A,l0,full,fallback,AggregationJoin,text,['text'],0,1,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spider__network_2__04398,A,l1,full,fallback,AggregationJoin,text,['text'],0,1,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spider__network_2__04398,A,l2,full,fallback,AggregationJoin,text,['text'],0,1,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__network_2__04399,A,l0,full,fallback,AggregationJoin,text,['text'],0,1,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spider__network_2__04399,A,l1,full,fallback,AggregationJoin,text,['text'],0,1,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spider__network_2__04399,A,l2,full,fallback,AggregationJoin,text,['text'],0,1,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__news_report__02812,A,l0,full,fallback,SimpleJoin,none,['none'],2,0,0,2,False,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__news_report__02812,A,l1,full,fallback,SimpleJoin,none,['none'],2,0,0,2,False,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__news_report__02812,A,l2,full,fallback,SimpleJoin,none,['none'],2,0,0,2,False,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__party_host__02678,A,l0,full,fallback,SimpleJoin,none,['none'],2,0,0,2,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__party_host__02678,A,l1,full,fallback,SimpleJoin,none,['none'],2,0,0,2,False,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__party_host__02678,A,l2,full,fallback,SimpleJoin,none,['none'],2,0,0,2,False,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__party_host__02679,A,l0,full,fallback,SimpleJoin,none,['none'],2,0,0,2,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__party_host__02679,A,l1,full,fallback,SimpleJoin,none,['none'],2,0,0,2,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__party_host__02679,A,l2,full,fallback,SimpleJoin,none,['none'],2,0,0,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__party_host__02680,A,l0,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],2,0,0,2,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__party_host__02680,A,l1,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],2,0,0,2,False,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__party_host__02680,A,l2,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],2,0,0,2,False,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__perpetrator__02309,A,l0,full,fallback,SimpleJoin,none,['none'],1,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__perpetrator__02309,A,l1,full,fallback,SimpleJoin,none,['none'],1,0,0,1,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__perpetrator__02309,A,l2,full,fallback,SimpleJoin,none,['none'],1,0,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__perpetrator__02311,A,l0,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],1,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__perpetrator__02311,A,l1,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],1,0,0,1,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__perpetrator__02311,A,l2,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],1,0,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__perpetrator__02314,A,l0,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],1,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__perpetrator__02314,A,l1,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],1,0,0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__perpetrator__02314,A,l2,full,fallback,SimpleJoin,ordering/superlative,['ordering/superlative'],1,0,0,1,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
spider__phone_market__01987,A,l0,full,fallback,SimpleJoin,none,['none'],2,0,0,2,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
